标签名,标签ID,描述,单位,类型
N2DCS.20MAA50CT621A_XH03,11733,#1高压排汽蒸汽温度>384℃,,digital
N2DCS.20MAA50CT621A_XH52,11734,@ Ovation Control Builder @,,digital
N2DCS.20MAA50CT621A_XH54,11735,@ Ovation Control Builder @,,digital
N2DCS.20MAA50CT621A_XM20,11736,#1高压排汽蒸汽温度坏点,,digital
N2DCS.20MAA50CT622A_XH01,11737,#2高压排汽蒸汽温度>412℃,,digital
N2DCS.20MAA50CT622A_XH03,11738,#2高压排汽蒸汽温度>384℃,,digital
N2DCS.20MAA50CT622A_XH52,11739,@ Ovation Control Builder @,,digital
N2DCS.20MAA50CT622A_XH54,11740,@ Ovation Control Builder @,,digital
N2DCS.20MAA50CT622A_XM20,11741,#2高压排汽蒸汽温度坏点,,digital
N2DCS.20MAA50CT623A_XH01,11742,#3高压排汽蒸汽温度>412℃,,digital
N2DCS.20MAA50CT623A_XH03,11743,#3高压排汽蒸汽温度>384℃,,digital
N2DCS.20MAA50CT623A_XH52,11744,@ Ovation Control Builder @,,digital
N2DCS.20MAA50CT623A_XH54,11745,@ Ovation Control Builder @,,digital
N2DCS.20MAA50CT623A_XM20,11746,#3高压排汽蒸汽温度坏点,,digital
N2DCS.20MAA50EZ111_XV01,11747,@ Ovation Control Builder @,,digital
N2DCS.20MAA50EZ251_XK93,11748,＜4HZ时/中压外缸上下温差＞55K,,digital
N2DCS.20MAA50EZ251_XK94,11749,中压外缸上下温差＞30K,,digital
N2DCS.20MAA50EZ251_XK95,11750,并网120s后中压外缸上下温差>45K,,digital
N2DCS.20MAA50EZ251_XK96,11751,@ Ovation Control Builder @,,digital
N2DCS.20MAA50EZ251_XV01,11752,@ Ovation Control Builder @,,digital
N2DCS.20MAA50EZ621_XK93,11753,高排温度测量存在故障,,digital
N2DCS.20MAA50EZ621_XK94,11754,高排温度大于计算报警值,,digital
N2DCS.20MAA50EZ621_XK96,11755,@ Ovation Control Builder @,,digital
N2DCS.20MAA50EZ621_XM70,11756,@ Ovation Control Builder @,,digital
N2DCS.20MAA50EZ621_XV01,11757,@ Ovation Control Builder @,,digital
N2DCS.20MAA50EZ621E_XK93,11758,@ Ovation Control Builder @,,digital
N2DCS.20MAA50EZ621E_XK94,11759,高排温度＞384℃,,digital
N2DCS.20MAA50EZ621E_XK96,11760,@ Ovation Control Builder @,,digital
N2DCS.20MAA50EZ621E_XM70,11761,@ Ovation Control Builder @,,digital
N2DCS.20MAA50EZ621E_XS96,11762,高排温度高高--抽汽解裂,,digital
N2DCS.20MAA50EZ621E_XV01,11763,@ Ovation Control Builder @,,digital
N2DCS.20MAA50FT251_XH02,11764,高压或中压缸上下壁温差>55℃,,digital
N2DCS.20MAA50FT251_XH04,11765,高压或中压缸上下壁温差>45℃,,digital
N2DCS.20MAA50FT251_XH05,11766,高压或中压缸上下壁温差>30℃,,digital
N2DCS.20MAA50FT621_XH01,11767,高压排汽蒸汽温度>450℃,,digital
N2DCS.20MAA50FT621A_DL12,11768,高压排汽蒸汽温度1/2偏差大,,digital
N2DCS.20MAA50FT621A_DL13,11769,高压排汽蒸汽温度1/3偏差大,,digital
N2DCS.20MAA50FT621A_DL23,11770,高压排汽蒸汽温度2/3偏差大,,digital
N2DCS.20MAA50FT621A_XM97,11771,@ Ovation Control Builder @,,digital
N2DCS.20MAA50FT621A_XM98,11772,@ Ovation Control Builder @,,digital
N2DCS.20MAA50FT621A_XM99,11773,@ Ovation Control Builder @,,digital
N2DCS.20MAB11AA011,11774,中主门开启电磁阀,,digital
N2DCS.20MAB11AA013_XB01,11775,@ Ovation Control Builder @,,digital
N2DCS.20MAB11AA013_XB02,11776,@ Ovation Control Builder @,,digital
N2DCS.20MAB11AA013_ZB21A,11777,再热主汽门油动机关闭电磁阀#1,,digital
N2DCS.20MAB11AA013_ZB21AP,11778,再热主汽门油动机关闭电磁阀#1监,,digital
N2DCS.20MAB11AA013_ZB21B,11779,再热主汽门油动机关闭电磁阀#1,,digital
N2DCS.20MAB11AA014_XB01,11780,@ Ovation Control Builder @,,digital
N2DCS.20MAB11AA014_XB02,11781,@ Ovation Control Builder @,,digital
N2DCS.20MAB11AA014_ZB21A,11782,再热主汽门油动机关闭电磁阀#2,,digital
N2DCS.20MAB11AA014_ZB21AP,11783,再热主汽门油动机关闭电磁阀#2监,,digital
N2DCS.20MAB11AA014_ZB21B,11784,再热主汽门油动机关闭电磁阀#2,,digital
N2DCS.20MAB12AA013_XB01,11785,@ Ovation Control Builder @,,digital
N2DCS.20MAB12AA013_XB02,11786,@ Ovation Control Builder @,,digital
N2DCS.20MAB12AA013_ZB21A,11787,中压调门油动机关闭电磁阀#1,,digital
N2DCS.20MAB12AA013_ZB21AP,11788,中压调门油动机关闭电磁阀#1监视,,digital
N2DCS.20MAB12AA013_ZB21B,11789,中压调门油动机关闭电磁阀#1,,digital
N2DCS.20MAB12AA014_XB01,11790,@ Ovation Control Builder @,,digital
N2DCS.20MAB12AA014_XB02,11791,@ Ovation Control Builder @,,digital
N2DCS.20MAB12AA014_ZB21A,11792,中压调门油动机关闭电磁阀#2,,digital
N2DCS.20MAB12AA014_ZB21AP,11793,中压调门油动机关闭电磁阀#2监视,,digital
N2DCS.20MAB12AA014_ZB21B,11794,中压调门油动机关闭电磁阀#2,,digital
N2DCS.20MAB21AA013_ZB21,11795,再热主汽门油动机关闭电磁阀#1,,digital
N2DCS.20MAB21AA014_ZB21,11796,再热主汽门油动机关闭电磁阀#2,,digital
N2DCS.20MAB22AA013_ZB21,11797,中压调门油动机关闭电磁阀#1,,digital
N2DCS.20MAB22AA014_ZB21,11798,中压调门油动机关闭电磁阀#2,,digital
N2DCS.20MAB22SGAF1,11799,快关中调阀1#,,digital
N2DCS.20MAB50CT151A_XM20,11800,@ Ovation Control Builder @,,digital
N2DCS.20MAB50CT152A_XM20,11801,@ Ovation Control Builder @,,digital
N2DCS.20MAB50FT621_XH01,11802,中排温度＞305℃,,digital
N2DCS.20MAB50FT621_XH03,11803,中排温度＞323℃,,digital
N2DCS.20MAB50FT621_XK20,11804,@ Ovation Control Builder @,,digital
N2DCS.20MAC10CT671_XH01,11805,#1低压排汽支架温度>90℃,,digital
N2DCS.20MAC10CT671_XH03,11806,#1低压排汽支架温度>70℃,,digital
N2DCS.20MAC10CT671_XM20,11807,#1低压排汽支架温度坏点,,digital
N2DCS.20MAC10CT672_XH01,11808,#2低压排汽支架温度>90℃,,digital
N2DCS.20MAC10CT672_XH03,11809,#2低压排汽支架温度>70℃,,digital
N2DCS.20MAC10CT672_XM20,11810,#2低压排汽支架温度坏点,,digital
N2DCS.20MAC10CT673_XH01,11811,#3低压排汽支架温度>90℃,,digital
N2DCS.20MAC10CT673_XH03,11812,#3低压排汽支架温度>70℃,,digital
N2DCS.20MAC10CT673_XM20,11813,#3低压排汽支架温度坏点,,digital
N2DCS.20MAC10EZ671_XK93,11814,低排温度测量存在故障,,digital
N2DCS.20MAC10EZ671_XK94,11815,低排温度＞70℃,,digital
N2DCS.20MAC10EZ671_XK96,11816,@ Ovation Control Builder @,,digital
N2DCS.20MAC10EZ671_XV01,11817,@ Ovation Control Builder @,,digital
N2DCS.20MAC10FT611A_XH01,11818,低压缸末级叶片温度＞120℃,,digital
N2DCS.20MAC10FT611A_XH03,11819,低压缸末级叶片温度＞180℃,,digital
N2DCS.20MAC10FT611A_XH05,11820,低压缸末级叶片温度＞230℃,,digital
N2DCS.20MAC10FT611A_XH52,11821,低压缸末级叶片温度<100℃,,digital
N2DCS.20MAC10FT671_DL12,11822,@ Ovation Control Builder @,,digital
N2DCS.20MAC10FT671_DL13,11823,@ Ovation Control Builder @,,digital
N2DCS.20MAC10FT671_DL23,11824,@ Ovation Control Builder @,,digital
N2DCS.20MAC10FT671_XH01,11825,@ Ovation Control Builder @,,digital
N2DCS.20MAC10FT671_XH52,11826,@ Ovation Control Builder @,,digital
N2DCS.20MAC10FT671A_XM97,11827,@ Ovation Control Builder @,,digital
N2DCS.20MAC10FT671A_XM98,11828,@ Ovation Control Builder @,,digital
N2DCS.20MAC10FT671A_XM99,11829,@ Ovation Control Builder @,,digital
N2DCS.20MAC45AA001_XB01,11830,@ Ovation Control Builder @,,digital
N2DCS.20MAC45AA001_XB02,11831,@ Ovation Control Builder @,,digital
N2DCS.20MAC45AA001_XG04,11832,低压补汽主门油动机控制电源故障,,digital
N2DCS.20MAC45AA001_XG05A,11833,低压补汽主门油动机关闭电磁阀输,,digital
N2DCS.20MAC45AA001_XG05B,11834,低压补汽主门油动机关闭电磁阀输,,digital
N2DCS.20MAC45AA001_XG06,11835,低压主汽门活动性试验,,digital
N2DCS.20MAC45AA013_ZB21,11836,低压补汽主门油动机关闭电磁阀#1,,digital
N2DCS.20MAC46AA001_XB01,11837,@ Ovation Control Builder @,,digital
N2DCS.20MAC46AA001_XB02,11838,@ Ovation Control Builder @,,digital
N2DCS.20MAC46AA001_XG04,11839,低压补汽调阀油动机控制电源故障,,digital
N2DCS.20MAC46AA001_XG05A,11840,低压补汽调门油动机关闭电磁阀输,,digital
N2DCS.20MAC46AA001_XG05B,11841,低压补汽调门油动机关闭电磁阀输,,digital
N2DCS.20MAC46AA013_ZB21,11842,低压补汽调门油动机关闭电磁阀#1,,digital
N2DCS.20MAD00EZ111_XK96,11843,@ Ovation Control Builder @,,digital
N2DCS.20MAD00EZ111_XV01,11844,@ Ovation Control Builder @,,digital
N2DCS.20MAD01EZ111_XK96,11845,@ Ovation Control Builder @,,digital
N2DCS.20MAD01EZ111_XV01,11846,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CT114A_XH01,11847,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CT114A_XH03,11848,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CT114A_XM20,11849,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CT114B_XH01,11850,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CT114B_XH03,11851,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CT114B_XM20,11852,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CT114C_XH01,11853,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CT114C_XH03,11854,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CT114C_XM20,11855,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CT118A_XH01,11856,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CT118A_XH03,11857,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CT118A_XM20,11858,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CT118B_XH01,11859,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CT118B_XH03,11860,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CT118B_XM20,11861,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CT118C_XH01,11862,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CT118C_XH03,11863,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CT118C_XM20,11864,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CY021_XM71,11865,#1径向轴承壳振1正常,,digital
N2DCS.20MAD11CY022_XM71,11866,#1径向轴承壳振2正常,,digital
N2DCS.20MAD11CY121_MAX1,11867,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CY121_MAX2,11868,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CY121_XH01,11869,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CY121_XH03,11870,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CY121_XM71,11871,#1径向轴承壳振1正常,,digital
N2DCS.20MAD11CY121_XM72,11872,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CY121_XV20,11873,#1轴瓦振动通道故障1,,digital
N2DCS.20MAD11CY122_MAX1,11874,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CY122_MAX2,11875,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CY122_XH01,11876,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CY122_XH03,11877,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CY122_XM71,11878,#1径向轴承壳振2正常,,digital
N2DCS.20MAD11CY122_XM72,11879,@ Ovation Control Builder @,,digital
N2DCS.20MAD11CY122_XV20,11880,#1轴瓦振动通道故障2,,digital
N2DCS.20MAD11EZ121_XK93,11881,#1轴承座振动存在故障,,digital
N2DCS.20MAD11EZ121_XK94,11882,#1轴承座振动＞9.3mm/s,,digital
N2DCS.20MAD11EZ121_XK96,11883,@ Ovation Control Builder @,,digital
N2DCS.20MAD11EZ214_XK93,11884,#1轴承径向轴瓦金属测点1故障,,digital
N2DCS.20MAD11EZ214_XK94,11885,#1轴承径向轴瓦金属温度1＞90℃,,digital
N2DCS.20MAD11EZ214_XK96,11886,@ Ovation Control Builder @,,digital
N2DCS.20MAD11EZ218_XK93,11887,#1轴承径向轴瓦金属测点2故障,,digital
N2DCS.20MAD11EZ218_XK94,11888,#1轴承径向轴瓦金属温度2＞90℃,,digital
N2DCS.20MAD11EZ218_XK96,11889,@ Ovation Control Builder @,,digital
N2DCS.20MAD11FT114A_XM97,11890,@ Ovation Control Builder @,,digital
N2DCS.20MAD11FT114B_XM98,11891,@ Ovation Control Builder @,,digital
N2DCS.20MAD11FT114C_XM99,11892,@ Ovation Control Builder @,,digital
N2DCS.20MAD11FT118A_XM97,11893,@ Ovation Control Builder @,,digital
N2DCS.20MAD11FT118B_XM98,11894,@ Ovation Control Builder @,,digital
N2DCS.20MAD11FT118C_XM99,11895,@ Ovation Control Builder @,,digital
N2DCS.20MAD11FT214A_DL12,11896,@ Ovation Control Builder @,,digital
N2DCS.20MAD11FT214A_DL13,11897,@ Ovation Control Builder @,,digital
N2DCS.20MAD11FT214A_DL23,11898,@ Ovation Control Builder @,,digital
N2DCS.20MAD11FT218A_DL12,11899,@ Ovation Control Builder @,,digital
N2DCS.20MAD11FT218A_DL13,11900,@ Ovation Control Builder @,,digital
N2DCS.20MAD11FT218A_DL23,11901,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT111A_XH01,11902,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT111A_XH03,11903,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT111A_XM20,11904,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT111B_XH01,11905,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT111B_XH03,11906,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT111B_XM20,11907,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT111C_XH01,11908,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT111C_XH03,11909,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT111C_XM20,11910,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT112A_XH01,11911,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT112A_XH03,11912,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT112A_XM20,11913,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT112B_XH01,11914,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT112B_XH03,11915,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT112B_XM20,11916,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT112C_XH01,11917,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT112C_XH03,11918,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT112C_XM20,11919,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT113A_XH01,11920,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT113A_XH03,11921,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT113A_XM20,11922,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT113B_XH01,11923,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT113B_XH03,11924,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT113B_XM20,11925,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT113C_XH01,11926,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT113C_XH03,11927,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT113C_XM20,11928,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT114A_XH01,11929,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT114A_XH03,11930,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT114A_XM20,11931,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT114B_XH01,11932,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT114B_XH03,11933,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT114B_XM20,11934,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT114C_XH01,11935,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT114C_XH03,11936,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT114C_XM20,11937,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT131A_XH01,11938,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT131A_XH03,11939,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT131A_XM20,11940,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT131B_XH01,11941,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT131B_XH03,11942,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT131B_XM20,11943,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT131C_XH01,11944,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT131C_XH03,11945,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT131C_XM20,11946,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT132A_XH01,11947,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT132A_XH03,11948,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT132A_XM20,11949,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT132B_XH01,11950,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT132B_XH03,11951,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT132B_XM20,11952,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT132C_XH01,11953,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT132C_XH03,11954,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT132C_XM20,11955,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT133A_XH01,11956,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT133A_XH03,11957,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT133A_XM20,11958,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT133B_XH01,11959,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT133B_XH03,11960,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT133B_XM20,11961,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT133C_XH01,11962,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT133C_XH03,11963,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT133C_XM20,11964,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT134A_XH01,11965,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT134A_XH03,11966,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT134A_XM20,11967,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT134B_XH01,11968,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT134B_XH03,11969,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT134B_XM20,11970,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT134C_XH01,11971,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT134C_XH03,11972,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CT134C_XM20,11973,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CY011_XM71,11974,轴位移1#正常,,digital
N2DCS.20MAD12CY012_XM71,11975,轴位移2#正常,,digital
N2DCS.20MAD12CY013_XM71,11976,轴向位移3#OK,,digital
N2DCS.20MAD12CY021_XM71,11977,#2径向轴承壳振1正常,,digital
N2DCS.20MAD12CY022_XM71,11978,#2径向轴承壳振2正常,,digital
N2DCS.20MAD12CY111_XH01,11979,#1轴向位移坏点>1mm,,digital
N2DCS.20MAD12CY111_XH03,11980,#1轴向位移坏点>0.5mm,,digital
N2DCS.20MAD12CY111_XH52,11981,#1轴向位移坏点<-1mm,,digital
N2DCS.20MAD12CY111_XH54,11982,#1轴向位移坏点<-0.5mm,,digital
N2DCS.20MAD12CY111_XM20,11983,#1轴向位移坏点,,digital
N2DCS.20MAD12CY111_XM71,11984,轴位移1#正常,,digital
N2DCS.20MAD12CY111_XM72,11985,轴位移通道故障1,,digital
N2DCS.20MAD12CY112_XH01,11986,#2轴向位移坏点>1mm,,digital
N2DCS.20MAD12CY112_XH03,11987,#2轴向位移坏点>0.5mm,,digital
N2DCS.20MAD12CY112_XH52,11988,#2轴向位移坏点<-1mm,,digital
N2DCS.20MAD12CY112_XH54,11989,#2轴向位移坏点<-0.5mm,,digital
N2DCS.20MAD12CY112_XM20,11990,#2轴向位移坏点,,digital
N2DCS.20MAD12CY112_XM71,11991,轴位移2#正常,,digital
N2DCS.20MAD12CY112_XM72,11992,轴位移通道故障2,,digital
N2DCS.20MAD12CY113_XH01,11993,#3轴向位移坏点>1mm,,digital
N2DCS.20MAD12CY113_XH03,11994,#3轴向位移坏点>0.5mm,,digital
N2DCS.20MAD12CY113_XH52,11995,#3轴向位移坏点<-1mm,,digital
N2DCS.20MAD12CY113_XH54,11996,#3轴向位移坏点<-0.5mm,,digital
N2DCS.20MAD12CY113_XM20,11997,#3轴向位移坏点,,digital
N2DCS.20MAD12CY113_XM72,11998,轴位移通道故障3,,digital
N2DCS.20MAD12CY121_MAX1,11999,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CY121_MAX2,12000,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CY121_XH01,12001,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CY121_XH03,12002,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CY121_XM71,12003,#2径向轴承壳振1正常,,digital
N2DCS.20MAD12CY121_XM72,12004,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CY121_XV20,12005,#2轴瓦振动通道故障1,,digital
N2DCS.20MAD12CY122_MAX1,12006,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CY122_MAX2,12007,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CY122_XH01,12008,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CY122_XH03,12009,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CY122_XM71,12010,#2径向轴承壳振2正常,,digital
N2DCS.20MAD12CY122_XM72,12011,@ Ovation Control Builder @,,digital
N2DCS.20MAD12CY122_XV20,12012,#2轴瓦振动通道故障2,,digital
N2DCS.20MAD12EZ111_XK93,12013,轴向位移测量存在故障,,digital
N2DCS.20MAD12EZ111_XK94,12014,轴向位移＜-0.5mm,,digital
N2DCS.20MAD12EZ111_XK95,12015,轴向位移＞0.5mm,,digital
N2DCS.20MAD12EZ111_XK96,12016,@ Ovation Control Builder @,,digital
N2DCS.20MAD12EZ111_XV01,12017,@ Ovation Control Builder @,,digital
N2DCS.20MAD12EZ121_XK93,12018,#2轴承座振动存在故障,,digital
N2DCS.20MAD12EZ121_XK94,12019,#2轴承座振动＞9.3mm/s,,digital
N2DCS.20MAD12EZ121_XK96,12020,@ Ovation Control Builder @,,digital
N2DCS.20MAD12EZ211_XK93,12021,#2轴承径向轴瓦金属测点1故障,,digital
N2DCS.20MAD12EZ211_XK94,12022,#2轴承径向轴瓦金属温度1＞90℃,,digital
N2DCS.20MAD12EZ211_XK96,12023,@ Ovation Control Builder @,,digital
N2DCS.20MAD12EZ212_XK93,12024,#2轴承径向轴瓦金属测点2故障,,digital
N2DCS.20MAD12EZ212_XK94,12025,#2轴承径向轴瓦金属温度2＞90℃,,digital
N2DCS.20MAD12EZ212_XK96,12026,@ Ovation Control Builder @,,digital
N2DCS.20MAD12EZ213_XK93,12027,#2轴承径向轴瓦金属测点3故障,,digital
N2DCS.20MAD12EZ213_XK94,12028,#2轴承径向轴瓦金属温度3＞90℃,,digital
